IDTransacción;ClaveFecha;IDCliente;IDProducto;IDTienda;Cantidad;Descuento;MetodoPago
T00436;16/03/2024;C078;P011;S003;4;0.05;Cash
T00437;20/03/2024;C043;P025;S004;3;0.15;Bank Transfer
T00438;29/05/2025;C124;P027;S001;3;0.1;Credit Card
T00439;15/05/2024;C185;P046;S004;5;0.05;Mobile Money
T00440;26/09/2023;C028;P048;S002;3;0;Mobile Money
T00441;28/08/2025;C086;P012;S005;4;0.1;Mobile Money
T00442;17/08/2024;C086;P027;S004;5;0.05;Bank Transfer
T00443;6/04/2025;C083;P028;S005;2;0.15;Bank Transfer
T00444;1/04/2024;C046;P018;S004;3;0.1;Mobile Money
T00445;17/01/2025;C148;P002;S002;3;0.15;Bank Transfer
T00446;12/10/2024;C101;P016;S003;1;0.05;Credit Card
T00447;2/05/2025;C175;P015;S005;1;0.15;Credit Card
T00448;31/03/2024;C113;P044;S003;1;0.15;Mobile Money
T00449;2/01/2025;C036;P038;S003;2;0.1;Credit Card
T00450;29/05/2025;C184;P017;S004;4;0;Mobile Money
T00451;24/10/2024;C154;P041;S004;5;0.15;Mobile Money
T00452;31/03/2025;C140;P033;S001;3;0;Cash
T00453;1/01/2024;C197;P010;S002;3;0.05;Cash
T00454;1/07/2025;C145;P036;S004;3;0.15;Cash
T00455;15/07/2025;C003;P030;S001;3;0.05;Credit Card
T00456;17/01/2025;C115;P043;S003;4;0.15;Credit Card
T00457;27/04/2025;C089;P045;S001;4;0;Bank Transfer
T00458;4/07/2025;C107;P035;S001;1;0.05;Bank Transfer
T00459;7/11/2023;C080;P015;S003;4;0.05;Mobile Money
T00460;10/03/2025;C090;P028;S004;1;0.15;Mobile Money
T00461;15/01/2025;C082;P012;S001;3;0;Cash
T00462;6/12/2023;C006;P043;S003;1;0.05;Credit Card
T00463;9/11/2024;C133;P038;S002;5;0.05;Bank Transfer
T00464;4/06/2024;C144;P012;S004;4;0.05;Mobile Money
T00465;12/08/2024;C162;P049;S002;2;0.15;Mobile Money
T00466;3/10/2024;C008;P007;S005;2;0.15;Mobile Money
T00467;8/07/2024;C100;P011;S001;2;0.05;Bank Transfer
T00468;11/06/2024;C193;P028;S001;5;0;Credit Card
T00469;30/10/2024;C094;P030;S003;2;0.15;Cash
T00470;4/06/2025;C068;P048;S004;5;0.1;Mobile Money
T00471;4/11/2023;C157;P049;S004;5;0;Bank Transfer
T00472;9/12/2024;C091;P019;S004;5;0.05;Bank Transfer
T00473;26/09/2024;C158;P013;S005;1;0.05;Bank Transfer
T00474;6/01/2024;C031;P026;S002;3;0;Credit Card
T00475;13/03/2025;C096;P003;S002;5;0.15;Mobile Money
T00476;29/05/2024;C153;P016;S002;5;0.15;Mobile Money
T00477;27/03/2025;C048;P029;S004;5;0.05;Credit Card
T00478;23/06/2024;C126;P013;S003;2;0.05;Bank Transfer
T00479;9/11/2024;C116;P025;S005;1;0.1;Cash
T00480;8/12/2024;C125;P004;S002;2;0.15;Mobile Money
T00481;26/12/2024;C105;P032;S004;4;0.15;Mobile Money
T00482;5/07/2024;C043;P006;S001;5;0;Credit Card
T00483;16/09/2023;C075;P009;S001;3;0.05;Bank Transfer
T00484;30/08/2025;C044;P029;S004;5;0.15;Cash
T00485;13/08/2025;C147;P028;S001;3;0.1;Cash
T00486;28/10/2024;C195;P027;S004;5;0.05;Mobile Money
T00487;13/04/2024;C027;P013;S002;3;0;Mobile Money
T00488;23/04/2024;C068;P012;S003;1;0.15;Cash
T00489;19/03/2025;C199;P009;S002;2;0.1;Mobile Money
T00490;29/05/2025;C043;P043;S005;2;0.05;Credit Card
T00491;13/10/2024;C016;P028;S005;3;0.1;Credit Card
T00492;29/04/2025;C083;P004;S003;3;0.1;Cash
T00493;9/03/2025;C035;P048;S004;1;0.1;Credit Card
T00494;6/01/2024;C180;P034;S002;2;0.05;Bank Transfer
T00495;18/07/2024;C064;P019;S004;4;0.05;Bank Transfer
T00496;5/10/2024;C161;P043;S004;4;0.15;Cash
T00497;5/01/2025;C163;P042;S001;4;0.1;Bank Transfer
T00498;19/06/2024;C117;P029;S004;3;0;Cash
T00499;13/08/2025;C188;P030;S004;3;0;Mobile Money
T00500;25/04/2024;C056;P050;S004;2;0.15;Bank Transfer
T00501;4/12/2023;C083;P004;S003;3;0.05;Mobile Money
T00502;18/07/2025;C088;P035;S001;1;0;Mobile Money
T00503;26/11/2024;C005;P015;S001;2;0.15;Mobile Money
T00504;28/08/2025;C001;P029;S004;2;0.05;Bank Transfer
T00505;25/04/2025;C041;P045;S003;1;0.1;Bank Transfer
T00506;12/12/2023;C022;P033;S003;2;0;Mobile Money
T00507;31/01/2025;C161;P045;S003;2;0.15;Cash
T00508;28/08/2024;C181;P018;S001;1;0.05;Mobile Money
T00509;3/07/2025;C020;P029;S002;5;0.05;Mobile Money
T00510;28/12/2023;C003;P007;S001;3;0;Mobile Money
T00511;16/02/2024;C178;P011;S002;4;0;Credit Card
T00512;3/01/2024;C099;P019;S001;1;0;Bank Transfer
T00513;13/12/2024;C095;P043;S003;2;0.15;Credit Card
T00514;15/08/2025;C165;P004;S002;1;0;Credit Card
T00515;1/01/2025;C113;P002;S003;2;0.05;Mobile Money
T00516;2/12/2023;C158;P038;S004;2;0;Cash
T00517;2/06/2024;C036;P050;S001;5;0.15;Bank Transfer
T00518;13/07/2024;C110;P023;S003;2;0.05;Bank Transfer
T00519;25/08/2025;C166;P042;S001;2;0.1;Cash
T00520;24/08/2025;C169;P040;S003;2;0.05;Mobile Money
T00521;1/09/2024;C076;P028;S001;2;0.15;Mobile Money
T00522;23/12/2023;C029;P001;S002;4;0;Cash
T00523;12/08/2025;C093;P046;S003;2;0.15;Mobile Money
T00524;25/01/2024;C094;P049;S005;2;0.15;Cash
T00525;18/08/2024;C005;P016;S005;1;0;Bank Transfer
T00526;21/10/2024;C056;P010;S001;1;0.15;Bank Transfer
T00527;26/11/2024;C161;P047;S005;4;0.15;Mobile Money
T00528;28/05/2024;C022;P047;S005;5;0.05;Bank Transfer
T00529;30/04/2025;C022;P031;S003;1;0.05;Credit Card
T00530;14/05/2025;C138;P014;S003;4;0;Bank Transfer
T00531;14/10/2023;C179;P030;S004;2;0;Credit Card
T00532;23/04/2025;C023;P031;S004;1;0.15;Cash
T00533;22/11/2023;C080;P023;S002;1;0;Credit Card
T00534;30/06/2025;C180;P048;S001;2;0.15;Bank Transfer
T00535;13/03/2024;C134;P017;S005;3;0.05;Bank Transfer
T00536;16/09/2023;C033;P047;S003;1;0;Bank Transfer
T00537;18/11/2024;C110;P032;S003;5;0;Bank Transfer
T00538;24/05/2025;C183;P026;S005;1;0.15;Mobile Money
T00539;31/07/2025;C131;P009;S003;1;0.15;Credit Card
T00540;18/09/2024;C095;P021;S002;3;0;Cash
T00541;23/08/2024;C059;P024;S005;1;0;Cash
T00542;28/08/2025;C063;P004;S001;4;0.1;Mobile Money
T00543;8/03/2024;C039;P008;S002;1;0.15;Credit Card
T00544;29/10/2023;C083;P039;S002;4;0.1;Bank Transfer
T00545;9/01/2025;C020;P040;S005;3;0;Cash
T00546;15/06/2025;C046;P006;S002;5;0;Mobile Money
T00547;24/11/2023;C018;P042;S004;3;0.1;Bank Transfer
T00548;18/09/2023;C023;P047;S005;4;0;Bank Transfer
T00549;26/12/2023;C052;P031;S003;5;0.1;Credit Card
T00550;16/12/2024;C119;P047;S003;5;0.15;Credit Card
T00551;25/12/2023;C188;P050;S005;2;0.05;Cash
T00552;14/02/2025;C105;P009;S001;2;0.1;Cash
T00553;10/10/2024;C086;P031;S001;4;0.1;Cash
T00554;19/06/2024;C053;P029;S005;2;0.15;Mobile Money
T00555;18/02/2025;C016;P046;S002;3;0;Cash
T00556;3/02/2025;C060;P024;S005;4;0.1;Mobile Money
T00557;13/10/2024;C192;P045;S001;5;0;Credit Card
T00558;3/11/2024;C164;P045;S004;1;0;Mobile Money
T00559;25/01/2024;C170;P004;S002;2;0.1;Bank Transfer
T00560;23/07/2024;C081;P029;S004;3;0.1;Mobile Money
T00561;20/11/2024;C070;P050;S002;1;0.05;Credit Card
T00562;14/09/2023;C200;P036;S005;1;0.05;Cash
T00563;7/05/2024;C043;P039;S004;4;0.1;Mobile Money
T00564;7/04/2024;C031;P049;S005;3;0.05;Mobile Money
T00565;17/07/2025;C079;P036;S004;3;0;Cash
T00566;16/03/2024;C041;P006;S003;5;0;Credit Card
T00567;23/03/2024;C084;P031;S002;1;0.05;Bank Transfer
T00568;1/04/2025;C102;P045;S005;1;0.1;Bank Transfer
T00569;27/07/2024;C045;P037;S001;4;0.15;Credit Card
T00570;11/03/2024;C025;P011;S004;1;0.05;Cash
T00571;16/12/2023;C004;P003;S001;2;0.05;Credit Card
T00572;30/07/2025;C103;P050;S003;1;0.1;Cash
T00573;12/07/2025;C006;P012;S001;2;0.15;Credit Card
T00574;7/12/2023;C024;P014;S003;1;0;Mobile Money
T00575;29/03/2025;C013;P020;S002;5;0.15;Mobile Money
T00576;12/07/2024;C128;P049;S001;4;0.15;Credit Card
T00577;5/01/2025;C091;P037;S002;2;0.1;Bank Transfer
T00578;19/12/2024;C115;P028;S002;1;0.05;Bank Transfer
T00579;9/01/2024;C128;P018;S004;5;0.15;Cash
T00580;30/09/2023;C023;P046;S003;4;0.05;Mobile Money
T00581;1/01/2025;C052;P025;S005;2;0;Mobile Money
T00582;1/07/2025;C183;P047;S003;4;0.15;Bank Transfer
T00583;25/04/2025;C145;P047;S005;3;0.15;Bank Transfer
T00584;1/10/2024;C047;P050;S001;3;0.05;Cash
T00585;21/03/2024;C200;P027;S003;1;0.15;Bank Transfer
T00586;2/02/2024;C197;P039;S005;2;0.05;Cash
T00587;14/05/2024;C064;P017;S002;3;0;Credit Card
T00588;13/01/2024;C148;P019;S004;3;0.05;Credit Card
T00589;2/04/2025;C061;P025;S005;3;0.1;Cash
T00590;9/12/2024;C181;P047;S003;5;0.05;Credit Card
T00591;4/05/2024;C127;P011;S005;3;0.05;Mobile Money
T00592;3/02/2024;C010;P005;S001;1;0.05;Credit Card
T00593;31/03/2025;C006;P015;S005;4;0;Bank Transfer
T00594;16/07/2025;C158;P024;S002;2;0.1;Credit Card
T00595;12/09/2023;C083;P028;S001;1;0.05;Credit Card
T00596;6/12/2024;C199;P008;S001;5;0.1;Cash
T00597;20/08/2024;C096;P039;S004;5;0;Bank Transfer
T00598;27/12/2024;C078;P043;S003;2;0.05;Mobile Money
T00599;29/03/2024;C164;P040;S004;3;0.05;Bank Transfer
T00600;16/08/2025;C058;P050;S005;2;0.15;Bank Transfer
T00601;10/06/2025;C188;P016;S003;2;0.05;Cash
T00602;5/06/2024;C180;P020;S005;4;0;Credit Card
T00603;25/06/2024;C155;P009;S003;5;0.05;Cash
T00604;26/11/2023;C128;P032;S002;3;0;Credit Card
T00605;1/07/2024;C089;P003;S003;2;0;Bank Transfer
T00606;4/03/2024;C115;P036;S001;3;0.05;Credit Card
T00607;28/05/2025;C178;P015;S001;3;0.1;Cash
T00608;5/06/2024;C185;P003;S001;1;0.15;Mobile Money
T00609;25/09/2023;C188;P044;S004;2;0.15;Mobile Money
T00610;5/04/2024;C097;P026;S003;5;0.15;Cash
T00611;12/05/2025;C123;P010;S005;2;0.05;Mobile Money
T00612;26/04/2024;C019;P030;S001;3;0;Bank Transfer
T00613;31/08/2025;C067;P013;S001;1;0.1;Credit Card
T00614;29/07/2025;C097;P025;S002;1;0;Bank Transfer
T00615;28/02/2024;C153;P033;S005;4;0;Mobile Money
T00616;10/01/2025;C168;P023;S002;5;0.15;Credit Card
T00617;23/01/2024;C014;P007;S001;3;0.05;Credit Card
T00618;8/08/2025;C105;P036;S005;5;0.1;Bank Transfer
T00619;2/07/2024;C077;P017;S002;1;0;Mobile Money
T00620;21/08/2024;C147;P034;S005;4;0.05;Cash
T00621;27/08/2024;C093;P040;S001;4;0;Bank Transfer
T00622;6/03/2024;C170;P016;S005;4;0.05;Cash
T00623;12/03/2025;C007;P020;S002;2;0.1;Cash
T00624;21/09/2024;C122;P020;S001;3;0.15;Mobile Money
T00625;7/12/2023;C126;P038;S003;1;0.15;Credit Card
T00626;17/11/2023;C095;P020;S004;3;0.05;Mobile Money
T00627;24/06/2025;C012;P016;S003;4;0.15;Bank Transfer
T00628;7/10/2024;C058;P041;S003;5;0;Credit Card
T00629;22/01/2025;C193;P031;S001;1;0.1;Mobile Money
T00630;4/03/2024;C194;P018;S005;2;0;Mobile Money
T00631;12/11/2023;C134;P008;S004;5;0.15;Credit Card
T00632;30/08/2024;C122;P031;S003;1;0.15;Cash
T00633;16/07/2025;C129;P010;S005;5;0.05;Cash
T00634;24/12/2024;C194;P048;S004;2;0.05;Credit Card
T00635;18/01/2024;C050;P044;S002;1;0.15;Cash
T00636;17/12/2024;C175;P011;S004;2;0.05;Bank Transfer
T00637;10/09/2023;C082;P008;S001;1;0.15;Mobile Money
T00638;20/09/2024;C142;P008;S003;3;0.15;Cash
T00639;3/04/2024;C180;P018;S005;5;0.15;Cash
T00640;23/12/2023;C107;P039;S002;2;0;Cash
T00641;14/02/2024;C145;P038;S001;3;0.1;Mobile Money
T00642;1/04/2024;C068;P037;S004;4;0.15;Cash
T00643;12/02/2024;C045;P043;S003;4;0.05;Mobile Money
T00644;26/04/2024;C010;P014;S004;3;0.05;Cash
T00645;20/02/2024;C191;P041;S004;3;0.1;Cash
T00646;18/03/2025;C087;P037;S003;3;0.1;Mobile Money
T00647;4/12/2023;C179;P041;S001;2;0.05;Bank Transfer
T00648;18/01/2025;C191;P033;S004;3;0.1;Mobile Money
T00649;2/09/2025;C155;P043;S001;2;0.15;Credit Card
T00650;5/07/2025;C105;P016;S004;5;0.1;Cash
T00651;8/11/2023;C132;P045;S002;1;0.1;Mobile Money
T00652;25/04/2024;C035;P025;S005;5;0;Credit Card
T00653;16/06/2024;C050;P044;S002;1;0.05;Cash
T00654;23/03/2024;C117;P045;S001;3;0.05;Bank Transfer
T00655;9/01/2025;C095;P021;S004;5;0.15;Cash
T00656;27/11/2024;C175;P009;S001;2;0.1;Mobile Money
T00657;28/10/2024;C153;P015;S004;2;0.15;Bank Transfer
T00658;14/12/2024;C089;P046;S002;3;0;Bank Transfer
T00659;12/08/2024;C008;P036;S004;1;0.05;Credit Card
T00660;5/12/2023;C057;P023;S002;2;0.1;Mobile Money
T00661;4/10/2024;C132;P024;S001;1;0.15;Credit Card
T00662;6/06/2024;C166;P014;S002;5;0;Credit Card
T00663;21/02/2024;C065;P004;S005;3;0.1;Mobile Money
T00664;21/03/2025;C097;P032;S003;4;0.1;Credit Card
T00665;11/04/2025;C120;P003;S003;5;0.15;Cash
T00666;27/01/2024;C002;P018;S005;3;0.1;Bank Transfer
T00667;12/07/2025;C176;P021;S001;4;0;Bank Transfer
T00668;23/11/2023;C071;P048;S003;3;0.1;Bank Transfer
T00669;1/12/2023;C049;P032;S002;5;0.05;Cash
T00670;10/11/2024;C154;P001;S004;3;0.05;Cash
T00671;5/08/2024;C168;P010;S004;3;0.1;Mobile Money
T00672;9/01/2024;C104;P023;S004;1;0.05;Bank Transfer
T00673;16/03/2024;C186;P038;S002;5;0.15;Bank Transfer
T00674;16/04/2025;C130;P021;S003;2;0.05;Bank Transfer
T00675;14/11/2024;C025;P036;S004;2;0.1;Credit Card
T00676;11/06/2024;C175;P027;S003;1;0.05;Bank Transfer
T00677;17/11/2023;C058;P029;S003;4;0.1;Bank Transfer
T00678;12/10/2024;C067;P008;S005;3;0.15;Cash
T00679;18/02/2024;C121;P027;S001;5;0;Mobile Money
T00680;7/08/2025;C050;P039;S005;1;0.15;Bank Transfer
T00681;18/04/2024;C106;P020;S001;2;0.05;Credit Card
T00682;16/09/2023;C088;P013;S004;5;0.15;Credit Card
T00683;4/07/2025;C081;P030;S002;1;0.15;Bank Transfer
T00684;2/09/2024;C162;P008;S002;3;0;Cash
T00685;14/09/2024;C116;P050;S003;2;0.05;Credit Card
T00686;29/09/2023;C126;P014;S001;2;0.15;Mobile Money
T00687;29/07/2025;C104;P032;S004;4;0.15;Cash
T00688;17/06/2025;C010;P041;S005;2;0.1;Cash
T00689;18/01/2024;C083;P028;S005;2;0;Cash
T00690;15/05/2024;C161;P031;S002;2;0.1;Bank Transfer
T00691;6/12/2024;C034;P016;S001;4;0.1;Credit Card
T00692;19/06/2025;C017;P033;S001;3;0.1;Mobile Money
T00693;30/10/2023;C187;P024;S005;5;0.1;Mobile Money
T00694;24/06/2025;C176;P019;S002;3;0.15;Bank Transfer
T00695;30/06/2024;C193;P050;S002;2;0.15;Cash
T00696;28/09/2023;C059;P050;S002;2;0.05;Cash
T00697;12/03/2024;C151;P028;S005;2;0;Bank Transfer
T00698;30/09/2023;C183;P035;S001;4;0.1;Cash
T00699;19/02/2024;C153;P031;S001;1;0;Cash
T00700;9/03/2024;C177;P039;S001;4;0.15;Mobile Money
T00701;1/10/2023;C032;P001;S005;3;0.15;Credit Card
T00702;30/03/2024;C053;P039;S001;3;0.15;Cash
T00703;13/06/2025;C170;P025;S005;3;0.05;Mobile Money
T00704;8/10/2023;C027;P008;S005;5;0;Bank Transfer
T00705;23/05/2024;C030;P007;S001;4;0.05;Credit Card
T00706;19/04/2024;C200;P014;S003;5;0.05;Bank Transfer
T00707;14/02/2024;C181;P005;S004;3;0.05;Cash
T00708;25/11/2024;C141;P038;S004;2;0.15;Bank Transfer
T00709;10/04/2024;C061;P032;S001;1;0;Cash
T00710;3/06/2024;C147;P006;S004;2;0;Cash
T00711;5/06/2024;C186;P027;S001;3;0.05;Mobile Money
T00712;3/02/2024;C076;P001;S003;4;0;Cash
T00713;26/06/2024;C045;P008;S001;3;0.1;Bank Transfer
T00714;20/12/2023;C110;P021;S001;1;0;Cash
T00715;1/10/2023;C036;P029;S002;3;0.1;Mobile Money
T00716;21/08/2025;C160;P044;S003;1;0.1;Bank Transfer
T00717;8/05/2024;C047;P049;S001;4;0.15;Mobile Money
T00718;25/07/2025;C070;P050;S004;4;0.15;Credit Card
T00719;24/07/2025;C029;P038;S002;1;0.05;Cash
T00720;13/04/2025;C107;P017;S005;4;0.15;Credit Card
T00721;24/06/2024;C157;P001;S004;3;0;Credit Card
T00722;12/05/2025;C124;P018;S004;1;0.15;Mobile Money
T00723;26/07/2024;C012;P015;S001;3;0.1;Cash
T00724;14/06/2025;C181;P015;S005;5;0.05;Bank Transfer
T00725;20/03/2024;C133;P034;S005;5;0;Mobile Money
T00726;26/05/2024;C170;P037;S002;4;0.1;Mobile Money
T00727;13/11/2023;C039;P035;S005;5;0;Cash
T00728;30/06/2024;C165;P014;S002;5;0.15;Mobile Money
T00729;20/04/2025;C043;P019;S001;4;0.1;Credit Card
T00730;1/10/2024;C085;P026;S003;1;0.05;Mobile Money
T00731;5/04/2025;C104;P019;S002;1;0.15;Mobile Money
T00732;30/07/2025;C147;P004;S004;1;0.15;Mobile Money
T00733;1/09/2024;C081;P002;S001;4;0;Cash
T00734;19/11/2023;C104;P040;S004;1;0;Cash
T00735;2/03/2025;C155;P005;S005;3;0.05;Mobile Money
T00736;16/08/2025;C088;P047;S003;1;0.05;Mobile Money
T00737;8/01/2024;C085;P016;S005;5;0.15;Bank Transfer
T00738;13/08/2024;C184;P040;S004;1;0;Credit Card
T00739;28/11/2024;C001;P005;S003;3;0.1;Bank Transfer
T00740;8/10/2023;C180;P037;S001;1;0.05;Mobile Money
T00741;12/10/2023;C036;P049;S004;1;0.1;Credit Card
T00742;9/05/2024;C049;P017;S001;4;0.05;Mobile Money
T00743;19/03/2024;C049;P004;S003;1;0.15;Cash
T00744;12/06/2024;C163;P042;S005;1;0.15;Mobile Money
T00745;9/04/2024;C169;P023;S005;5;0.05;Mobile Money
T00746;1/03/2025;C002;P037;S005;1;0.15;Mobile Money
T00747;28/09/2023;C131;P008;S002;5;0.05;Credit Card
T00748;12/11/2024;C027;P022;S004;5;0.1;Mobile Money
T00749;7/12/2023;C108;P010;S005;2;0.1;Mobile Money
T00750;30/12/2024;C088;P004;S003;4;0.05;Credit Card
T00751;6/05/2025;C106;P009;S005;5;0.1;Bank Transfer
T00752;21/07/2025;C183;P005;S005;2;0.05;Credit Card
T00753;2/02/2024;C160;P020;S003;3;0.05;Credit Card
T00754;5/10/2023;C129;P013;S005;3;0;Bank Transfer
T00755;5/11/2024;C144;P025;S004;5;0.15;Bank Transfer
T00756;9/06/2025;C109;P040;S001;5;0;Cash
T00757;18/09/2023;C098;P042;S002;1;0;Credit Card
T00758;29/12/2024;C069;P004;S002;3;0.1;Credit Card
T00759;19/09/2023;C016;P006;S003;2;0;Bank Transfer
T00760;30/04/2025;C116;P016;S001;5;0.05;Mobile Money
T00761;24/04/2025;C061;P008;S005;3;0;Mobile Money
T00762;29/10/2023;C100;P018;S004;3;0;Cash
T00763;23/09/2023;C191;P022;S003;2;0.15;Credit Card
T00764;24/08/2025;C163;P029;S003;5;0.05;Credit Card
T00765;3/04/2025;C076;P046;S004;2;0;Credit Card
T00766;20/06/2025;C045;P039;S005;1;0.15;Cash
T00767;31/03/2025;C110;P021;S003;5;0.1;Credit Card
T00768;13/12/2024;C042;P039;S005;3;0;Bank Transfer
T00769;20/07/2025;C120;P007;S002;1;0.05;Bank Transfer
T00770;13/12/2023;C153;P050;S001;5;0.1;Mobile Money
T00771;1/07/2024;C147;P046;S005;3;0;Bank Transfer
T00772;7/09/2025;C135;P040;S002;2;0;Credit Card
T00773;28/10/2023;C107;P028;S005;5;0.15;Cash
T00774;16/02/2024;C090;P013;S002;2;0.1;Bank Transfer
T00775;19/10/2024;C093;P008;S003;2;0.15;Cash
T00776;3/03/2025;C030;P022;S003;4;0.05;Credit Card
T00777;10/12/2024;C011;P021;S003;4;0;Mobile Money
T00778;27/11/2024;C066;P015;S005;3;0;Bank Transfer
T00779;20/08/2024;C132;P010;S005;4;0.15;Cash
T00780;11/12/2024;C076;P022;S002;3;0;Cash
T00781;2/08/2025;C043;P017;S005;5;0;Cash
T00782;23/02/2025;C054;P044;S002;4;0;Credit Card
T00783;9/07/2024;C138;P026;S004;1;0.05;Cash
T00784;27/06/2025;C118;P038;S003;1;0;Cash
T00785;19/05/2024;C014;P008;S002;3;0;Credit Card
T00786;31/05/2024;C067;P049;S004;4;0.15;Mobile Money
T00787;8/07/2025;C111;P007;S003;1;0.15;Cash
T00788;30/01/2024;C137;P022;S001;5;0;Cash
T00789;3/12/2023;C180;P030;S001;3;0;Bank Transfer
T00790;28/03/2025;C176;P008;S003;5;0;Bank Transfer
T00791;23/03/2025;C196;P050;S004;4;0.15;Cash
T00792;6/12/2024;C122;P049;S002;5;0.05;Credit Card
T00793;5/12/2024;C192;P027;S004;5;0.1;Credit Card
T00794;2/09/2024;C077;P015;S003;1;0.05;Cash
T00795;26/03/2024;C011;P049;S001;5;0.15;Cash
T00796;3/10/2023;C079;P014;S002;3;0.05;Mobile Money
T00797;20/09/2023;C166;P037;S005;2;0.05;Credit Card
T00798;30/07/2025;C057;P005;S005;3;0.05;Cash
T00799;4/02/2025;C047;P002;S005;1;0.15;Cash
T00800;23/04/2024;C075;P013;S001;3;0;Credit Card
T00801;5/02/2024;C186;P029;S005;4;0.1;Bank Transfer
T00802;6/05/2025;C033;P017;S002;1;0.1;Cash
T00803;28/09/2023;C050;P027;S003;4;0.15;Bank Transfer
T00804;29/06/2025;C158;P027;S003;5;0.05;Bank Transfer
T00805;6/10/2023;C081;P048;S004;2;0;Bank Transfer
T00806;27/06/2025;C064;P041;S002;4;0.1;Bank Transfer
T00807;4/11/2024;C035;P050;S003;4;0.15;Mobile Money
T00808;18/03/2024;C092;P006;S003;4;0;Credit Card
T00809;11/06/2025;C166;P041;S005;1;0.1;Credit Card
T00810;2/04/2025;C138;P008;S002;3;0;Cash
T00811;6/10/2024;C005;P032;S005;1;0.15;Credit Card
T00812;1/05/2024;C010;P020;S005;3;0.15;Credit Card
T00813;29/12/2023;C094;P035;S004;2;0.1;Credit Card
T00814;13/02/2024;C119;P040;S005;5;0;Mobile Money
T00815;16/01/2025;C094;P004;S005;1;0.05;Credit Card
T00816;13/08/2024;C194;P016;S005;2;0.15;Credit Card
T00817;12/05/2025;C046;P005;S005;5;0.05;Mobile Money
T00818;8/11/2024;C092;P001;S001;2;0.15;Credit Card
T00819;24/08/2025;C017;P025;S003;3;0.05;Cash
T00820;1/03/2025;C172;P046;S002;5;0.1;Mobile Money
T00821;7/07/2024;C121;P006;S004;1;0;Bank Transfer
T00822;4/01/2025;C027;P015;S005;3;0.1;Credit Card
T00823;23/03/2025;C097;P006;S004;3;0;Bank Transfer
T00824;1/06/2025;C097;P001;S002;5;0.15;Bank Transfer
T00825;24/02/2024;C089;P011;S004;4;0;Credit Card
T00826;15/11/2023;C113;P038;S002;2;0;Bank Transfer
T00827;25/02/2025;C055;P026;S002;2;0.05;Bank Transfer
T00828;3/09/2024;C155;P019;S001;2;0.15;Bank Transfer
T00829;11/12/2023;C185;P021;S001;4;0.15;Mobile Money
T00830;19/03/2024;C054;P008;S005;2;0.15;Cash
T00831;7/11/2023;C063;P005;S001;2;0.05;Credit Card
T00832;26/04/2025;C162;P049;S005;1;0.05;Cash
T00833;16/10/2024;C043;P038;S003;2;0.15;Cash
T00834;6/07/2025;C185;P010;S003;1;0.05;Mobile Money
T00835;9/01/2025;C156;P044;S004;4;0.05;Credit Card
T00836;22/07/2025;C106;P044;S005;2;0.05;Bank Transfer
T00837;30/08/2024;C043;P025;S003;4;0;Credit Card
T00838;5/08/2024;C097;P025;S004;2;0;Cash
T00839;11/09/2024;C052;P011;S005;5;0.15;Credit Card
T00840;24/07/2024;C156;P025;S001;2;0.15;Cash
T00841;25/10/2024;C137;P038;S005;1;0;Mobile Money
T00842;16/08/2025;C169;P010;S002;5;0;Mobile Money
T00843;6/08/2025;C134;P023;S004;3;0;Mobile Money
T00844;4/10/2023;C059;P005;S004;4;0.1;Cash
T00845;17/08/2024;C109;P033;S002;3;0.15;Credit Card
T00846;11/08/2024;C022;P036;S003;5;0.15;Bank Transfer
T00847;16/09/2024;C049;P022;S001;1;0;Cash
T00848;1/05/2024;C097;P002;S002;3;0.15;Bank Transfer
T00849;30/05/2025;C028;P005;S002;4;0.1;Bank Transfer
T00850;3/08/2025;C138;P045;S004;5;0.1;Bank Transfer
T00851;16/07/2024;C175;P040;S004;2;0.15;Mobile Money
T00852;1/04/2024;C046;P048;S003;5;0.15;Bank Transfer
T00853;5/11/2024;C079;P003;S005;3;0.15;Credit Card
T00854;30/08/2024;C169;P009;S001;2;0.15;Credit Card
T00855;14/11/2023;C026;P012;S002;5;0.15;Bank Transfer
T00856;3/07/2024;C141;P039;S005;1;0.05;Mobile Money
T00857;3/01/2025;C163;P022;S001;1;0.05;Mobile Money
T00858;16/04/2025;C154;P031;S004;1;0;Bank Transfer
T00859;6/03/2024;C057;P004;S003;1;0;Mobile Money
T00860;23/08/2024;C103;P013;S005;5;0.1;Cash
T00861;24/07/2025;C199;P043;S002;4;0.15;Cash
T00862;28/10/2024;C052;P003;S005;3;0.05;Cash
T00863;29/03/2025;C154;P045;S005;5;0.05;Credit Card
T00864;12/02/2024;C173;P005;S001;3;0.05;Cash
T00865;19/11/2023;C041;P037;S001;3;0.15;Bank Transfer
T00866;11/04/2025;C172;P002;S004;4;0.05;Cash
T00867;1/06/2024;C189;P043;S001;1;0.1;Bank Transfer
T00868;9/09/2024;C089;P025;S003;2;0.05;Mobile Money
T00869;8/12/2024;C104;P011;S005;1;0.1;Credit Card
T00870;7/10/2023;C105;P012;S005;1;0;Bank Transfer
T00871;21/11/2024;C088;P038;S001;5;0.1;Bank Transfer
T00872;20/07/2025;C178;P041;S004;4;0.15;Credit Card
T00873;28/09/2024;C194;P047;S003;4;0.15;Cash
T00874;5/10/2024;C124;P040;S001;3;0;Mobile Money
